"Front";"Back"
"[Kap.8][Beweisidee] Kernidee Lagrange-Beweis, Schritt 1";"Für Tangentialvektor \(t\): Hilfsfunktion \(v(s)=f(\gamma(s))\) hat Extremum bei \(s=0\), also \(\langle\nabla f(x_0),t\rangle=0\), d.h. \(\nabla f(x_0)\perp T_{x_0}M\)"
"[Kap.8][Beweisidee] Kernidee Lagrange-Beweis, Schritt 2";"\(T_{x_0}M=\ker(D\phi(x_0))\) (Lemma 1.76), die Gradienten \(\nabla\phi_k(x_0)\) spannen das orthogonale Komplement von \(T_{x_0}M\) auf (Zeilenraum \(\perp\) Kern)"
"[Kap.8][Beweisidee] Kernidee Lagrange-Beweis, Schritt 3";"Da \(\nabla f(x_0)\perp T_{x_0}M\) und die \(\nabla\phi_k(x_0)\) Basis von \((T_{x_0}M)^\perp\) sind, lässt sich \(\nabla f(x_0)\) als Linearkombination schreiben"
"[Kap.8][Algorithmus] Lagrange-Multiplikatoren: Vorgehen";"1. \(\phi\) aufstellen<br>2. System \(\nabla f=\lambda\nabla\phi\) und \(\phi=0\) aufstellen<br>3. Fallunterscheidungen nach \(\lambda\) durchführen<br>4. \(f\) an allen Kandidaten auswerten und vergleichen"
"[Kap.8][Beispiel] Lagrange: Extrema von \(f=x_1^2x_2^2\) auf \(S^1\)";"Kritische Punkte: \((\pm1/\sqrt2,\pm1/\sqrt2)\) mit \(f=1/4\) (Maximum), \((\pm1,0),(0,\pm1)\) mit \(f=0\) (Minimum)"
"[Kap.8][Fehler] Klausurfalle: Rand bei Extrema auf kompakten Mengen vergessen";"Bei Extrema auf kompakter Menge mit Rand müssen sowohl innere kritische Punkte ALS AUCH Randextrema (via Lagrange am Rand) gesucht werden"
"[Kap.8][Fehler] Klausurfalle: Vorzeichen von \(\lambda\) überinterpretieren";"\(\lambda\) hat i.A. keine unmittelbare geometrische Bedeutung als Vorzeichen des Extremtyps - Entscheidung erfolgt durch Auswertung von \(f\) an allen Kandidaten"
"[Kap.8][Anwendung] Strategie: Extrema auf kompakter Menge mit Rand finden";"1. Innere kritische Punkte via \(\nabla f=0\)<br>2. Randextrema via Lagrange auf dem Rand<br>3. Extremwertsatz garantiert Existenz<br>4. Alle Werte vergleichen"
"[Kap.7-8][Transfer] Welches Konzept, wenn ein Optimierungsproblem eine Gleichungsnebenbedingung hat?";"Lagrange-Multiplikatorenregel, nach Prüfung der Regularitätsbedingung (voller Rang von \(D\phi\))"
"[Kap.7-8][Transfer] Welches Konzept, wenn ein kritischer Punkt klassifiziert werden soll?";"Hesse-Matrix bilden, Definitheit prüfen (Eigenwerte oder Hauptminorenkriterium)"
"[Kap.9][Def] Punktweise Konvergenz";"\(f_n\to f\) punktweise \(:\Leftrightarrow \forall x\in D: \lim_n f_n(x)=f(x)\), \(n_0\) darf von \(x\) UND \(\varepsilon\) abhängen"
"[Kap.9][Def] Gleichmäßige Konvergenz";"\(f_n\to f\) gleichmäßig \(:\Leftrightarrow \forall\varepsilon>0\exists n_0\forall n\geq n_0\forall x: d(f_n(x),f(x))<\varepsilon\), \(n_0\) hängt NICHT von \(x\) ab"
"[Kap.9][Notation] Gleichmäßige Konvergenz via Supremumsnorm";"\(f_n\to f\) gleichmäßig \(\iff \|f_n-f\|_\infty\to0\)"
"[Kap.9][Verständnis] Entscheidender Quantorentausch bei Konvergenzbegriffen";"Punktweise: \(n_0\) hängt von \(x\) ab. Gleichmäßig: dieselbe Schranke \(n_0\) muss für ALLE \(x\) gleichzeitig funktionieren"
"[Kap.9][Satz] Gleichmäßiger Grenzwert stetiger Funktionen ist stetig (Satz 1.81)";"\((f_n)\) stetig, \(f_n\to f\) gleichmäßig \(\Rightarrow f\) stetig"
"[Kap.9][Fehler] Gilt Satz 1.81 auch bei nur punktweiser Konvergenz?";"NEIN. Bei punktweiser Konvergenz kann der Grenzwert unstetig sein, obwohl alle \(f_n\) stetig sind"
"[Kap.9][Gegenbeispiel] Punktweise Konvergenz mit unstetigem Grenzwert";"\(f_n(x)=x^n\) auf \([0,1]\): Grenzwert ist \(0\) für \(x\in[0,1)\), \(1\) für \(x=1\) - UNSTETIG, obwohl jedes \(f_n\) stetig ist"
"[Kap.9][Beweisidee] Kernidee Satz 1.81";"\(\varepsilon/3\)-Argument: dreifache Dreiecksungleichung \(d(f(x),f(y))\leq d(f(x),f_{n_0}(x))+d(f_{n_0}(x),f_{n_0}(y))+d(f_{n_0}(y),f(y))\)"
"[Kap.9][Gegenbeispiel] Stetiger Grenzwert, aber Konvergenz nicht gleichmäßig";"\(f_n(x)=nxe^{-nx^2}\) auf \([0,1]\): punktweiser Grenzwert \(0\) (stetig), aber \(f_n(1/\sqrt n)=\sqrt n/e\to\infty\) - nicht gleichmäßig"
"[Kap.9][Def] Dirac-Folge";"\((\delta_n)\) mit (i) \(\int\delta_n=1\ \forall n\), (ii) Masse konzentriert sich um 0: \(\forall\varepsilon,r\exists n_0\forall n\geq n_0:\int_{|x|>r}\delta_n<\varepsilon\)"
"[Kap.9][Def] Faltung";"\((f*g)(x):=\int_{\mathbb{R}}f(y)g(x-y)\,dy\)"
"[Kap.9][Satz] Konvolution mit Dirac-Folge (Lemma 1.84)";"\(f\) stetig+beschränkt, \((\delta_n)\) Dirac-Folge \(\Rightarrow (f*\delta_n)(x)\to f(x)\) punktweise. Ist \(f\) gleichmäßig stetig, sogar gleichmäßig"
"[Kap.9][Anwendung] Wofür wird Faltung mit Dirac-Folgen benutzt?";"Konstruktion glatter Approximationen einer stetigen Funktion (Weierstraßscher Approximationssatz)"
"[Kap.9][Satz] Weierstraßscher Approximationssatz (Satz 1.85)";"\(f:[a,b]\to\mathbb{R}\) stetig \(\Rightarrow\exists\) Polynomfolge \((p_n)\), die gleichmäßig gegen \(f\) konvergiert"
"[Kap.9][Beweisidee] Kernidee Weierstraßscher Approximationssatz";"Landau-Kerne \(L_n(x)=\frac1{c_n}(1-x^2)^n\mathbb{1}_{[-1,1]}(x)\) als Dirac-Folge, Faltung \(f*L_n\) ist Polynom UND konvergiert gleichmäßig gegen \(f\) (via Lemma 1.84 + gleichmäßige Stetigkeit auf Kompakta)"
"[Kap.9][Vergleich] Weierstraß-Approximation vs. Taylorentwicklung";"Taylor: LOKALE Approximation nahe einem Punkt, Restglied kann fernab divergieren. Weierstraß: GLOBAL gleichmäßige Approximation, approximierende Polynome haben nichts mit Taylorreihe zu tun, \(f\) muss nicht differenzierbar sein"
"[Kap.9][Fehler] Klausurfalle: Weierstraß mit Taylor verwechseln";"Weierstraß-Polynome sind NICHT die Taylorpolynome von \(f\) - völlig andere Konstruktion (Faltung mit Landau-Kernen)"
"[Kap.10][Def] Halboffener Quader";"\(I[x,y]:=\{z\in\mathbb{R}^n: x_i\leq z_i<y_i,\ i=1,\dots,n\}\) für \(x\prec y\)"
"[Kap.10][Def] Elementare Stufenfunktion";"Funktion, die auf jedem Quader eines Netzes konstant ist und außerhalb \(0\) ist"
"[Kap.10][Def] Ober-/Unterintegral";"\(\int^*f:=\inf\{\int\phi: \phi\in\mathfrak E,\phi\geq f\}\), \(\int_*f:=\sup\{\int\phi:\phi\in\mathfrak E,\phi\leq f\}\)"
"[Kap.10][Def] Riemann-Integrierbarkeit";"\(f\) Riemann-integrierbar \(:\Leftrightarrow \int^*f=\int_*f\)"
"[Kap.10][Satz] Stetige Funktionen mit kompaktem Träger sind Riemann-integrierbar (Satz 2.7)";"\(f\) beschränkt, kompakter Träger \(K\), stetig auf \(K\) \(\Rightarrow f\) Riemann-integrierbar"
"[Kap.10][Beweisidee] Kernidee Satz 2.7";"Gleichmäßige Stetigkeit von \(f\) auf Kompaktum (aus Stetigkeit+Kompaktheit) macht Oszillation auf feinen Würfeln beliebig klein, Ober-/Untersummen konvergieren gegen denselben Wert"
"[Kap.10][Satz] Satz von Fubini (Satz 2.8)";"\(f\) stetig, kompakter Träger: \(\int_{\mathbb{R}^2}f\,d(x,y)=\int\left(\int f(x,y)\,dx\right)dy=\int\left(\int f(x,y)\,dy\right)dx\)"
"[Kap.10][Anwendung] Wofür wird Fubini praktisch gebraucht?";"Reduktion mehrdimensionaler Integrale auf iterierte eindimensionale Integrale - Standardrechenwerkzeug"
"[Kap.10][Beweisidee] Kernidee Fubini-Beweis";"Approximation durch Stufenfunktionen \(\phi_k^-\leq f\leq\phi_k^+\), gleichmäßige Stetigkeit von \(f\) erlaubt Vertauschung der Integrationsreihenfolge im Grenzwert"
"[Kap.10][Satz] Transformationssatz (Satz 2.9)";"\(g:\Omega\to g(\Omega)\) invertierbar, \(g,g^{-1}\in C^1\): \(\int_{g(\Omega)}F(y)\,dy=\int_\Omega F(g(x))|\det Dg(x)|\,dx\)"
"[Kap.10][Verständnis] Bedeutung der Funktionaldeterminante";"\(|\det Dg(x)|\) misst die lokale Volumenverzerrung durch \(g\) an der Stelle \(x\)"
"[Kap.10][Fehler] Häufigster Fehler beim Transformationssatz";"Jacobi-Determinante (den Faktor \(|\det Dg|\)) VERGESSEN"
"[Kap.10][Fehler] Klausurfalle: Vorzeichen bei Jacobi-Determinante";"Es steht immer \(|\det Dg|\) (Betrag), nicht \(\det Dg\)"
"[Kap.10][Satz] Volumen = Determinante via Gram-Schmidt (Lemma 2.10)";"Volumen des von \(q^1,\dots,q^n\) aufgespannten Parallelepipeds ist \(|\det(q^1,\dots,q^n)|\)"
"[Kap.10][Verbindung] Welches Verfahren aus Kap. 6 steckt in Lemma 2.10?";"Gram-Schmidt-Verfahren: orthogonale Familie \(p^1,\dots,p^n\) konstruieren, Volumen \(=\prod\|p^i\|\), Spaltenumformungen ändern Determinante nicht"
"[Kap.10][Beweisidee] Kernidee Transformationssatz, Grobstruktur";"Dreistufig: (1) \(F=\mathbb{1}_R\) Rechteck, (2) \(g\) linear via Lemma 2.10, (3) allgemeines \(g\) via lokaler Linearisierung + gleichmäßige Stetigkeit von \(\det Dg^{-1}\)"
"[Kap.10][Algorithmus] Polarkoordinaten: Transformation";"\(g(r,\theta)=(r\cos\theta,r\sin\theta)\), \(\det Dg(r,\theta)=r\)"
"[Kap.10][Formel] Transformationsformel in Polarkoordinaten";"\(\int_{\mathbb{R}^2}F(x,y)\,d(x,y)=\int_0^\infty\int_0^{2\pi}F(r\cos\theta,r\sin\theta)\,r\,d\theta\,dr\)"
"[Kap.10][Fehler] Häufigster Einzelfehler bei Polarkoordinaten";"Den Faktor \(r\) (Jacobi-Determinante) beim Übergang zu Polarkoordinaten vergessen"
"[Kap.10][Beispiel] Gauß-Integral via Polarkoordinaten";"\(\left(\int e^{-x^2/2}dx\right)^2=\int_{\mathbb{R}^2}e^{-(x^2+y^2)/2}=\int_0^\infty\int_0^{2\pi}e^{-r^2/2}r\,d\theta\,dr=2\pi\), also \(\int e^{-x^2/2}dx=\sqrt{2\pi}\)"
"[Kap.10][Anwendung] Strategie: Integral über Kreis-/Kugelbereich";"Polarkoordinaten (2D) bzw. Kugelkoordinaten (3D) verwenden, Jacobi-Determinante nicht vergessen"
"[Kap.10][Anwendung] Strategie: Integral über Rechteckbereich";"Fubini direkt anwenden, iterierte Integrale berechnen"
"[Kap.9-10][Transfer] Welches Konzept, wenn ein Integral über eine radialsymmetrische Funktion berechnet werden soll?";"Polarkoordinaten via Transformationssatz - Integrand hängt oft nur von \(r=\sqrt{x^2+y^2}\) ab"
"[Kap.9-10][Verbindung] Wie hängen gleichmäßige Stetigkeit (Kap 2, Heine-Borel) und Riemann-Integrierbarkeit zusammen?";"Stetigkeit + Kompaktheit \(\Rightarrow\) gleichmäßige Stetigkeit (klassisch), diese wird für Satz 2.7 und Fubini (Satz 2.8) direkt gebraucht"
"[Kap.11][Def] Parametrisierung einer Kurve";"\(g:I\to\mathbb{R}^n\) stetige (bzw. \(C^{(k)}\)) Abbildung von einem Intervall"
"[Kap.11][Def] Äquivalenz von Parametrisierungen (Def. 3.1)";"\(h=g\circ\psi\) mit \(\psi\) streng monoton wachsend, stetig diffbar, \(\psi'\neq0\), \(\psi(a)=\alpha,\psi(b)=\beta\)"
"[Kap.11][Def] Kurve (Def. 3.2)";"Äquivalenzklasse von Parametrisierungen"
"[Kap.11][Verständnis] Warum ist eine Kurve keine bloße Punktmenge?";"Zwei Parametrisierungen mit unterschiedlicher Geschwindigkeit oder Richtung können dieselbe Punktmenge, aber verschiedene Kurven (im Def.-Sinn) sein bzw. eine Kurve trägt Information über Durchlaufrichtung/Geschwindigkeit"
"[Kap.11][Def] Jordankurve";"Kurve, die sich nicht selbst kreuzt: \(g(t_1)=g(t_2)\Rightarrow t_1=t_2\) (außer eventuell an Endpunkten)"
"[Kap.11][Def] Länge einer Kurve";"\(L(\gamma):=\int_I\|g'(t)\|\,dt\), unabhängig von der Parametrisierung"
"[Kap.11][Def] Bogenlängenparametrisierung";"Parametrisierung \(h\) mit \(\|h'(t)\|=1\) für alle \(t\) (konstante Einheitsgeschwindigkeit)"
"[Kap.11][Def] Differentialform (1-Form)";"\(\omega(x)=\sum_i\omega_i(x)e^i\), \(\omega:\mathbb{R}^n\to L(\mathbb{R}^n,\mathbb{R})\), \(e^i\equiv dx_i\) duale Basis"
"[Kap.11][Def] Exakte Form";"\(\omega\) exakt \(:\Leftrightarrow\exists f\in C^1: \omega=Df\)"
"[Kap.11][Def] Geschlossene Form";"\(\omega\) geschlossen \(:\Leftrightarrow\forall x,i,j: \frac{\partial\omega_i(x)}{\partial x_j}=\frac{\partial\omega_j(x)}{\partial x_i}\)"
"[Kap.11][Def] Kurvenintegral einer 1-Form";"\(\int_\gamma\omega:=\int_I\omega(g(t))[g'(t)]\,dt\), unabhängig von der Parametrisierung"
"[Kap.11][Satz] Exakt ⇒ geschlossen (Lemma 3.5)";"Jede exakte \(C^1\)-Differentialform ist geschlossen"
"[Kap.11][Beweisidee] Kernidee Lemma 3.5";"\(\omega_i=\partial_if\), dann \(\partial_j\omega_i=\partial_j\partial_if=\partial_i\partial_jf=\partial_i\omega_j\) via Satz von Schwarz"
"[Kap.11][Verbindung] Welcher Satz aus Kap. 5 steckt in Lemma 3.5?";"Der Satz von Schwarz (Symmetrie zweiter Ableitungen)"
"[Kap.11][Satz] Hauptsatz für Kurvenintegrale (Satz 3.8)";"\(\omega=Df\) exakt, \(\gamma\) Kurve von \(x_0\) nach \(x_1\) \(\Rightarrow\int_\gamma\omega=f(x_1)-f(x_0)\)"
"[Kap.11][Verständnis] Physikalische Bedeutung von Satz 3.8";"Konservatives Kraftfeld: verrichtete Arbeit hängt nur vom Anfangs- und Endpunkt ab, nicht vom Weg"
"[Kap.11][Beweisidee] Kernidee Satz 3.8";"\(\int_\gamma\omega=\int Df(g(t))[g'(t)]dt=\int\frac{d}{dt}f(g(t))dt=f(g(b))-f(g(a))\) via Kettenregel + eindim. Hauptsatz"
"[Kap.11][Satz] Verschwinden auf geschlossenen Kurven ⇒ exakt (Satz 3.8a)";"Gilt \(\int_\gamma\omega=0\) für JEDE geschlossene Kurve, so ist \(\omega\) exakt"
"[Kap.11][Beweisidee] Kernidee Satz 3.8a";"Stammfunktion konstruieren via \(f(x):=\int_{\gamma_x}\omega\) für Weg \(\gamma_x\) von Basispunkt \(x_0\) nach \(x\), Wohldefiniertheit aus Wegunabhängigkeit, dann \(Df(x)=\omega(x)\) direkt nachweisen"
"[Kap.11][Vergleich] Exakt vs. geschlossen: Beziehung";"Exakt \(\Rightarrow\) geschlossen IMMER. Geschlossen \(\Rightarrow\) exakt NUR auf einfach zusammenhängenden Gebieten (Poincaré-Lemma)"
"[Kap.11][Fehler] Klausurfalle: geschlossen mit exakt gleichsetzen";"Größter Fehler des Kapitels! Ohne Prüfung des einfachen Zusammenhangs des Definitionsbereichs darf man NICHT von geschlossen auf exakt schließen"
"[Kap.11][Gegenbeispiel] Geschlossen, aber nicht exakt: Winkelform";"\(\omega=\frac{-y\,dx+x\,dy}{x^2+y^2}\) auf \(\mathbb{R}^2\setminus\{0\}\): geschlossen (nachrechnen), aber \(\int_{\text{Einheitskreis}}\omega=2\pi\neq0\), also NICHT exakt"
"[Kap.11][Verständnis] Warum scheitert die Umkehrung bei der Winkelform?";"\(\mathbb{R}^2\setminus\{0\}\) ist NICHT einfach zusammenhängend (Loch bei 0 verhindert Zusammenziehen einer Schleife um den Ursprung)"
"[Kap.11][Satz] Poincaré-Lemma (informell)";"Auf einfach zusammenhängenden Gebieten ist jede geschlossene Form exakt"
"[Kap.11][Beispiel] Exakte Form mit Stammfunktion finden";"\(\omega=2xy\,dx+(x^2+3y^2)dy\): \(\partial_y(2xy)=2x=\partial_x(x^2+3y^2)\), geschlossen, auf \(\mathbb{R}^2\) exakt mit \(f(x,y)=x^2y+y^3\)"
"[Kap.11][Anwendung] Strategie: Ist \(\omega\) exakt? Stammfunktion finden";"1. Geschlossenheit prüfen (partielle Ableitungen vergleichen)<br>2. Bei einfach zusammenhängendem Gebiet: Stammfunktion durch sukzessive Integration konstruieren"
"[Kap.11][Anwendung] Strategie: geschlossen aber nicht exakt zeigen";"Geschlossenheit direkt nachrechnen, dann Integral über geschlossene Kurve um die Singularität berechnen und \(\neq0\) zeigen"
"[Kap.12][Def] Komplexe Zahlen, Grundrechenarten";"\(\mathbb{C}=\{a+ib:a,b\in\mathbb{R}\}\), \(i^2=-1\), \((a+ib)(c+id)=(ac-bd)+i(bc+ad)\)"
"[Kap.12][Def] Konjugation, Real-/Imaginärteil, Betrag";"\(\bar z=a-ib\), \(\mathrm{Re}(z)=(z+\bar z)/2\), \(\mathrm{Im}(z)=(z-\bar z)/(2i)\), \(|z|=\sqrt{z\bar z}\)"
"[Kap.12][Satz] Fundamentalsatz der Algebra (Satz 4.3)";"\(\mathbb{C}\) ist algebraisch abgeschlossen: jedes nicht-konstante Polynom hat mind. eine Nullstelle in \(\mathbb{C}\)"
"[Kap.12][Def] Komplexe Differenzierbarkeit";"\(f\) komplex diffbar bei \(a\) \(:\Leftrightarrow\lim_{z\to a}\frac{f(z)-f(a)}{z-a}=:f'(a)\) existiert (als komplexer Grenzwert)"
"[Kap.12][Def] Holomorphie";"\(f\) heißt holomorph/analytisch in \(D\), falls \(f\) komplex diffbar für ALLE \(z\in D\) (offen)"
"[Kap.12][Satz] Cauchy-Riemann-Gleichungen (Lemma 4.5)";"\(f=g+ih\) komplex diffbar bei \(a\) \(\iff\) reell diffbar UND \(\partial_xg=\partial_yh\), \(\partial_yg=-\partial_xh\)"
"[Kap.12][Intuition] Warum ist komplexe Diffbarkeit stärker als reelle?";"Reelle Ableitung \(Df(a)\) kann beliebige \(2\times2\)-Matrix sein. Komplexe Diffbarkeit erzwingt, dass \(Df(a)\) eine Drehstreckung ist (Multiplikation mit komplexer Zahl \(c=f'(a)\))"
"[Kap.12][Beweisidee] Kernidee Cauchy-Riemann-Gleichungen";"Matrix \(A=\begin{pmatrix}a_{11}&a_{12}\\a_{21}&a_{22}\end{pmatrix}\) ist genau dann Multiplikation mit komplexer Zahl, wenn \(a_{11}=a_{22}\) und \(a_{21}=-a_{12}\) - Koeffizientenvergleich liefert CR-Gleichungen"
"[Kap.12][Gegenbeispiel] Reell diffbar, aber nirgends komplex diffbar";"\(f(z)=\bar z\): \(g=x,h=-y\), \(\partial_xg=1\neq-1=\partial_yh\), CR-Gleichungen überall verletzt"
"[Kap.12][Gegenbeispiel] Komplex diffbar nur an einem isolierten Punkt";"\(f(z)=|z|^2=z\bar z\): CR nur bei \(z=0\) erfüllt, also nur dort komplex diffbar, aber NIRGENDS holomorph (Holomorphie braucht offene Umgebung)"
"[Kap.12][Fehler] Klausurfalle: Diffbarkeit an einem Punkt vs. Holomorphie";"Komplexe Diffbarkeit an einem isolierten Punkt reicht NICHT für Holomorphie - es braucht eine ganze offene Umgebung"
"[Kap.12][Def] Komplexes Kurvenintegral";"\(\int_\gamma f(z)\,dz:=\int_a^bf(g(t))g'(t)\,dt\)"
"[Kap.12][Formel] Zerlegung in reelle 1-Formen";"\(\int_\gamma f\,dz=\int_\gamma\omega+i\int_\gamma\hat\omega\), \(\omega=u\,dx-v\,dy\), \(\hat\omega=v\,dx+u\,dy\), mit \(f=u+iv\)"
"[Kap.12][Verständnis] Warum sind \(\omega,\hat\omega\) geschlossen, wenn \(f\) holomorph ist?";"Die Geschlossenheitsbedingung für \(\omega,\hat\omega\) ist äquivalent zu den Cauchy-Riemann-Gleichungen"
"[Kap.12][Satz] Cauchyscher Integralsatz (Satz 4.12)";"\(f\) holomorph auf einfach zusammenhängendem \(D\), \(\gamma\) geschlossen \(\Rightarrow\int_\gamma f(z)\,dz=0\)"
"[Kap.12][Beweisidee] Kernidee Cauchyscher Integralsatz";"\(\omega,\hat\omega\) geschlossen (aus CR), auf einfach zusammenhängendem Gebiet nach Poincaré-Lemma exakt, dann Satz 3.8 (Kap. 11) liefert \(\int_\gamma\omega=\int_\gamma\hat\omega=0\)"
"[Kap.12][Verbindung] Wie hängt der Cauchysche Integralsatz mit Kap. 11 zusammen?";"Ist strukturell IDENTISCH mit Satz 3.8/3.8a (Wegunabhängigkeit exakter Formen), nur auf \(f=u+iv\) angewendet"
"[Kap.12][Voraussetzung] Warum braucht der Cauchysche Integralsatz einfachen Zusammenhang?";"Sonst kann geschlossen ⇏ exakt gelten (analog zur Winkelform), Beispiel: \(f(z)=1/z\), Integral über Einheitskreis \(=2\pi i\neq0\)"
"[Kap.12][Fehler] Klausurfalle: Cauchyscher Integralsatz bei Polstellen im Gebiet";"Bei Funktionen mit Singularitäten (z.B. \(1/z\) bei \(z=0\)) im umschlossenen Gebiet gilt der Satz NICHT - Gebiet muss holomorphiefrei von Singularitäten und einfach zusammenhängend sein"
"[Kap.12][Anwendung] Strategie: Ist \(f\) holomorph?";"Real-/Imaginärteil \(g,h\) bestimmen, Cauchy-Riemann-Gleichungen direkt nachrechnen"
"[Kap.12][Anwendung] Strategie: \(\int_\gamma f(z)\,dz\) berechnen";"Bei Holomorphie auf einfach zusammenhängendem Gebiet ohne Singularitäten: Cauchyscher Integralsatz liefert direkt 0. Sonst: direkt parametrisieren und Integral auswerten"
"[Kap.11-12][Transfer] Welches Konzept, wenn man prüfen soll, ob ein komplexes Kurvenintegral verschwindet?";"Cauchyscher Integralsatz: Holomorphie und einfachen Zusammenhang des Gebiets prüfen (keine Singularitäten im Inneren)"
"[Kap.1-12][Gesamtverbindung] Wie hängen Satz von Schwarz, exakte Formen und Cauchyscher Integralsatz zusammen?";"Eine einzige Symmetrieeigenschaft (Satz von Schwarz, Kap. 5) zieht sich durch drei Kapitel: sie begründet Lemma 3.5 (exakt⇒geschlossen, Kap. 11) und darüber den Cauchyschen Integralsatz (Kap. 12)"
"[Kap.1-12][Gesamtverbindung] Wie hängen Gram-Schmidt und der Transformationssatz zusammen?";"Lemma 2.10 (Volumen=Determinante) im Beweis des Transformationssatzes (Kap. 10) beruht direkt auf dem Gram-Schmidt-Verfahren (Kap. 6)"
"[Kap.1-12][Gesamtverbindung] Wie hängen Umkehrsatz und Lagrange-Multiplikatoren zusammen?";"Der Satz über implizite Funktionen (Kap. 4, äquivalent zum Umkehrsatz) liefert die Identifikation \(T_{x_0}M=\ker(D\phi(x_0))\) (Lemma 1.76), die für den Beweis der Lagrange-Regel (Kap. 8) essentiell ist"
